earningsPerShare,hqzqdm,income,netAssets,netAssetsPerShare,netAssetsYield,netProfit,noDistributeProfit,nonDistributeProfit,profit,totalAssets,totalLiability
0.26,833629,null,null,3.14,0.0769,11277039.71,,54699022.67,12745287.33,190873129.18,52254286.25
-0.03,833631,null,null,2.12,-0.0260,-3172253.17,,-1241816.22,-3721172.66,241133585.16,23825600.81
0.23,833632,null,null,3.59,0.0655,12188937.18,,37306461.36,14029850.16,303268121.16,101260139.70
-0.06,833634,null,null,1.01,-0.0542,-1469806.13,,-1503030.34,-1583304.88,33487221.82,16950794.25
0.11,833635,null,null,3.68,0.0218,7446587.52,,81975156.68,8218489.85,687808340.30,430509887.53
-0.17,833636,null,null,0.87,-0.2450,-1259648.78,,-4182559.18,-1346918.37,12034470.12,5394661.31
null,833637,null,null,null,null,null,,null,null,null,null
null,833638,null,null,null,null,null,,null,null,null,null
0.15,833639,null,null,1.25,0.1026,22426743.77,,13620602.21,28171002.99,308788033.75,121732977.85
0.30,833640,null,null,2.92,0.0821,13108484.41,,42129562.39,11151414.75,174957689.58,44370510.57
0.42,833641,null,null,6.33,0.0686,17564667.79,,121120420.01,19601764.19,348531914.40,82602565.89
-0.03,833642,null,null,1.47,-0.0212,-424314.12,,487739.13,-472780.56,39583115.60,19973124.69
0.00,833644,null,null,1.20,-0.0101,80527.45,,7971818.71,-566463.98,77874414.91,17682702.99
0.71,833645,null,null,4.61,0.1420,36661343.75,,112548446.72,37376040.08,546919390.72,308928282.91
-0.13,833646,null,null,0.67,-0.1848,-2707486.04,,-8783373.18,-2848784.92,45419659.19,31362003.04
-0.18,833648,null,null,1.34,-0.1242,-1766755.94,,1481413.31,-1914082.33,24856412.83,11493006.10
0.01,833649,null,null,2.34,-0.0114,254773.32,,18732823.36,-1027312.25,168480085.19,85052687.37
-0.06,833650,null,null,1.44,-0.0719,-2383863.44,,-16499400.45,-3122676.53,93835936.58,51546859.38
0.09,833651,null,null,1.22,0.0735,2168938.99,,3101064.04,2129847.51,66165821.61,36105419.44
null,833652,null,null,null,null,null,,null,null,null,null
null,833653,null,null,null,null,null,,8437337.74,null,169373109.19,70655546.42
0.23,833654,null,null,2.10,0.1139,12720068.28,,49056772.01,14959619.13,186033984.18,68256720.75
0.02,833655,null,null,0.80,0.0242,201713.45,,-2208204.72,206713.55,16590009.18,8236334.60
0.22,833656,null,null,3.12,0.0700,78890494.21,,513536511.96,91902226.82,1511334506.42,372178789.39
0.07,833657,null,null,1.46,0.0361,867641.67,,4281077.19,767763.83,51127176.76,33895835.83
0.00,833658,null,null,2.76,0.0012,49268.53,,-19638629.61,125654.50,186177231.14,14602569.03
null,833659,null,null,null,0.0812,null,,null,null,null,null
0.03,833660,null,null,1.57,0.0174,657835.83,,-809955.22,620842.02,48407230.11,12341486.54
-0.09,833661,null,null,1.81,-0.0502,-5931054.84,,10569114.55,-6262488.84,133101510.89,11316441.78
0.01,833663,null,null,3.64,-0.0077,181573.97,,9369646.42,-4352613.15,221374922.79,126467254.07
null,833665,null,null,null,null,null,,null,null,null,null
0.36,833666,null,null,5.17,0.0676,32371191.48,,298234195.38,36151416.03,794287561.85,329277179.50
0.46,833667,null,null,4.75,0.1161,19913131.31,,101665259.73,23678329.55,256914773.38,50006951.36
0.04,833668,null,null,1.12,0.0325,424647.78,,429047.62,287350.12,13220067.63,1959725.36
null,833669,null,null,null,null,null,,null,null,null,null
-0.14,833670,null,null,5.28,-0.0260,-1505181.91,,775404.83,-1505166.74,58446876.49,1276423.22
0.25,833671,null,null,2.25,0.0874,5528074.26,,23727195.86,4666453.35,79991214.38,30518835.72
null,833672,null,null,null,null,null,,null,null,null,null
-0.33,833674,null,null,1.36,-0.2237,-3386348.10,,-548339.59,-3401487.44,76835010.64,62306371.35
0.31,833676,null,null,3.28,0.0999,5420360.73,,15428008.38,4358537.61,125834147.82,68393985.66
0.08,833677,null,null,2.27,0.0368,34507397.88,,84246964.55,43382412.88,1819758886.81,882639802.69
0.10,833678,null,null,3.72,0.0196,5684559.60,,86648833.97,5250971.19,322018010.11,90939621.68
0.24,833679,null,null,4.12,0.0498,12512600.51,,12434185.77,13787786.40,263305096.97,44050856.97
null,833680,null,null,null,null,null,,null,null,null,null
null,833681,null,null,null,null,null,,null,null,null,null
0.15,833683,null,null,3.08,0.0489,6056750.90,,59657392.51,6893095.78,135853590.70,9052925.02
0.04,833685,null,null,2.21,0.0080,2130535.93,,37587762.52,2653599.72,128314118.89,7541098.63
-0.03,833686,null,null,0.90,-0.1624,-521408.48,,-3310792.80,-447123.54,28665761.79,13767438.98
0.03,833688,null,null,1.38,0.0210,1205695.01,,4494597.28,1354403.77,126641824.34,68497032.31
0.02,833689,null,null,1.75,0.0057,1576650.35,,16527365.16,5554453.85,103052894.21,24212838.03
0.28,833690,null,null,4.11,0.0681,20553950.75,,52553463.06,27858048.88,695700993.07,362398404.26
0.03,833691,null,null,1.17,0.0146,471814.01,,1283379.29,253563.51,66305004.23,49108821.35
0.28,833692,null,null,2.83,0.0808,null,,64571116.08,13356500.34,220650852.19,59165885.71
0.14,833693,null,null,1.64,0.0751,3375874.16,,9520609.36,3944616.65,82068091.84,41061455.97
0.68,833695,null,null,5.30,0.1213,44822891.19,,138676141.98,52847870.20,528575157.42,178500390.99
0.11,833696,null,null,1.05,0.0647,1175066.15,,-2170764.78,747605.82,31069728.57,20187952.51
-0.03,833697,null,null,1.66,-0.0272,-1155269.06,,5281072.93,-1857830.16,68188495.38,12150223.96
0.26,833699,null,null,1.60,0.1290,2695035.09,,3958187.25,3896963.27,40227907.51,23474049.54
0.10,833700,null,null,2.32,0.0289,3616430.73,,20615639.94,2880008.43,119734790.10,35404132.50
0.05,833701,null,null,1.98,0.0215,809913.96,,8208543.02,840882.87,54006258.06,20949975.99
-0.01,833702,null,null,0.84,-0.0104,-374030.91,,-9694162.13,-453323.17,88472585.80,45139531.55
0.11,833703,null,null,2.07,0.0329,563936.39,,3222186.49,581725.92,13482233.68,3144313.54
0.21,833704,null,null,3.36,0.0624,24439191.75,,186080124.05,29296454.58,1153599492.16,757942024.07
